capitalExpenditures,cashChange,cashFlow,cashFlowFinancing,changesInInventories,changesInReceivables,currency,depreciation,dividendsPaid,exchangeRateEffect,filingType,fiscalDate,fiscalQuarter,fiscalYear,investingActivityOther,investments,netBorrowings,netIncome,otherFinancingCashFlows,reportDate,symbol,totalInvestingCashFlows
-40000000,5735000000,498000000,-300000000,0,461000000,USD,39000000,,,10-K,2020-03-31,4,2020,,,-5060000000,418000000,,2020-05-20,EA,-11000000
-28000000,5602000000,1104000000,-361000000,0,798000000,USD,39000000,,,10-Q,2019-12-31,3,2020,,,-4836000000,346000000,,2020-02-04,EA,-83000000
-27000000,4883000000,37000000,-312000000,0,856000000,USD,35000000,,,10-Q,2019-09-30,2,2020,,,-4189000000,854000000,,2019-11-06,EA,-313000000
-45000000,5187000000,158000000,-385000000,0,329000000,USD,37000000,,,10-Q,2019-06-30,1,2020,,,-4476000000,1421000000,,2019-08-06,EA,-950000000
-119000000,5445000000,1547000000,-1253000000,0,623000000,USD,145000000,,,10-K,2019-03-31,4,2019,,,-4764000000,209000000,,2019-05-24,EA,169000000
0,5161000000,0,0,0,806000000,USD,0,,,10-Q,2018-12-31,3,2019,,,-4447000000,262000000,,2019-02-06,EA,0
0,4545000000,0,0,0,966000000,USD,0,,,10-Q,2018-09-30,2,2019,,,-3844000000,255000000,,2018-11-06,EA,0
0,4971000000,0,0,0,371000000,USD,0,,,10-Q,2018-06-30,1,2019,,,-4260000000,293000000,,2018-08-08,EA,0
-107000000,5331000000,1692000000,-643000000,0,385000000,USD,136000000,,,10-K,2018-03-31,4,2018,,,-4627000000,607000000,,2018-05-23,EA,622000000
0,4884000000,0,0,0,886000000,USD,0,,,10-Q,2017-12-31,3,2018,,,-4088000000,-186000000,,2018-02-06,EA,0
0,4355000000,0,0,0,812000000,USD,0,,,10-Q,2017-09-30,2,2018,,,-3612000000,-22000000,,2017-11-07,EA,0
0,4470000000,0,0,0,222000000,USD,0,,,10-Q,2017-06-30,1,2018,,,-3689000000,644000000,,2017-08-08,EA,0
-123000000,4532000000,1383000000,-534000000,0,359000000,USD,172000000,,,10-K,2017-03-31,4,2017,,,-3850000000,566000000,,2017-05-24,EA,-759000000
0,4219000000,0,0,35000000,587000000,USD,0,,,10-Q,2016-12-31,3,2017,,,-3489000000,-1000000,,2017-02-07,EA,0
0,3266000000,0,0,50000000,723000000,USD,0,,,10-Q,2016-09-30,2,2017,,,-2497000000,-38000000,,2016-11-08,EA,0
0,3427000000,0,0,26000000,246000000,USD,0,,,10-Q,2016-06-30,1,2017,,,-2575000000,440000000,,2016-08-09,EA,0
-93000000,3834000000,1223000000,-306000000,33000000,233000000,USD,197000000,,,10-K,2016-03-31,4,2016,,,-2936000000,899000000,,2016-05-27,EA,-484000000
0,3229000000,0,0,42000000,621000000,USD,0,,,10-Q,2015-12-31,3,2016,,,-3103000000,-45000000,,2016-02-08,EA,0
0,2588000000,0,0,62000000,737000000,USD,0,,,10-Q,2015-09-30,2,2016,,,-2366000000,-140000000,,2015-11-10,EA,0
0,2879000000,0,0,34000000,144000000,USD,0,,,10-Q,2015-06-30,1,2016,,,-2462000000,442000000,,2015-08-11,EA,0
-95000000,3021000000,1067000000,-255000000,36000000,362000000,USD,220000000,,,10-K,2015-03-31,4,2015,,,-2635000000,395000000,,2015-05-21,EA,-470000000
0,2940000000,0,0,39000000,488000000,USD,0,,,10-Q,2014-12-31,3,2015,,,-2537000000,142000000,,2015-02-04,EA,0
0,2388000000,0,0,67000000,829000000,USD,0,,,10-Q,2014-09-30,2,2015,,,-1987000000,3000000,,2014-11-04,EA,0
0,2316000000,0,0,37000000,219000000,USD,0,,,10-Q,2014-06-30,1,2015,,,-2030000000,335000000,,2014-08-05,EA,0
-97000000,2365000000,712000000,89000000,56000000,327000000,USD,227000000,,,10-K,2014-03-31,4,2014,,,-2101000000,367000000,,2014-05-21,EA,-301000000
0,2070000000,0,0,55000000,526000000,USD,0,,,10-Q,2013-12-31,3,2014,,,-1714000000,-308000000,,2014-02-04,EA,0
0,1418000000,0,0,58000000,594000000,USD,0,,,10-Q,2013-09-30,2,2014,,,-1067000000,-273000000,,2013-11-05,EA,0
0,1411000000,0,0,41000000,120000000,USD,0,,,10-Q,2013-06-30,1,2014,,,-1108000000,222000000,,2013-08-02,EA,0
-106000000,1680000000,324000000,-345000000,42000000,312000000,USD,264000000,,,10-K,2013-03-31,4,2013,,,-1360000000,323000000,,2013-05-22,EA,32000000
0,1492000000,0,0,59000000,382000000,USD,0,,,10-Q,2012-12-31,3,2013,,,-1167000000,-45000000,,2013-02-05,EA,0
0,1315000000,0,0,71000000,643000000,USD,0,,,10-Q,2012-09-30,2,2013,,,-1005000000,-381000000,,2012-11-06,EA,0
0,1439000000,0,0,60000000,111000000,USD,0,,,10-Q,2012-06-30,1,2013,,,-1168000000,201000000,,2012-08-03,EA,0
-172000000,1849000000,277000000,140000000,59000000,366000000,USD,216000000,,,10-K,2012-03-31,4,2012,,,-1578000000,400000000,,2012-05-25,EA,-689000000
0,1791000000,0,0,69000000,526000000,USD,0,,,10-Q,2011-12-31,3,2012,,,-1585000000,-205000000,,2012-02-07,EA,0
0,1499000000,0,0,90000000,562000000,USD,0,,,10-Q,2011-09-30,2,2012,,,-1290000000,-340000000,,2011-11-08,EA,0
0,1848000000,0,0,75000000,30000000,USD,0,,,10-Q,2011-06-30,1,2012,,,-2191000000,221000000,,2011-08-09,EA,0
-486200000,-85400000,3621000000,-3104900000,470500000,232700000,USD,998400000,,,10-K,2023-03-31,0,2023,,,6000800000,2237700000,,2023-05-25,MCHP,-599500000
-370100000,37400000,2842700000,-2327600000,189400000,74900000,USD,1143500000,,,10-K,2022-03-31,0,2022,,,7161800000,1285500000,,2022-05-20,MCHP,-477700000
-92600000,-121000000,1916500000,-1864200000,-20700000,63700000,USD,1153300000,,,10-K,2021-03-31,0,2021,,,8421600000,349400000,,2021-05-18,MCHP,-173300000
0,134157000,0,0,2147837000,89473000,USD,0,,,10-Q,2012-08-03,2,2013,,,2610461000,214140000,,2012-09-05,DG,0
0,132530000,0,0,2000864000,5210000,USD,0,,,10-Q,2012-05-04,1,2013,,,2613718000,213415000,,2012-06-04,DG,0
-514861000,127503000,1050480000,-907965000,2009206000,0,USD,275408000,,,10-K,2012-02-03,4,2012,,,2352613000,292510000,,2012-03-22,DG,-513835000
0,118580000,0,0,2089722000,48807000,USD,0,,,10-Q,2011-10-28,3,2012,,,2467498000,171164000,,2011-12-05,DG,0
0,113050000,0,0,1973863000,43435000,USD,0,,,10-Q,2011-07-29,2,2012,,,2524888000,146042000,,2011-08-30,DG,0
0,602463000,0,0,1767121000,0,USD,0,,,10-Q,2011-04-29,1,2012,,,2523860000,156969000,,2011-06-01,DG,0
-1222000000,-15198000000,3512000000,-1266000000,-79495000000,-11371000000,USD,1979000000,,,10-K,2022-12-31,0,2022,,,36814000000,-4935000000,,2023-01-27,BA,4370000000
-980000000,-9310000000,-3416000000,-5600000000,-2892000000,1311000000,USD,2144000000,,,10-K,2021-12-31,0,2021,,,39572000000,-4202000000,,2022-01-31,BA,9324000000
-1303000000,15562000000,18410000000,34955000000,5093000000,-2359000000,USD,2246000000,,,10-K,2020-12-31,0,2020,,,33694000000,-11873000000,,2021-02-01,BA,-18366000000
-1834000000,1557000000,2446000000,-5739000000,14055000000,-1595000000,USD,2271000000,,,10-K,2019-12-31,0,2019,,,14094000000,-636000000,,2020-01-31,BA,-1530000000
-1722000000,-1551000000,15322000000,-11722000000,18223000000,3388000000,USD,2114000000,,,10-K,2018-12-31,0,2018,,,2669000000,10453000000,,2019-02-08,BA,-4621000000
-1739000000,-69000000,13344000000,-11350000000,1145000000,1684000000,USD,2069000000,,,10-K,2017-12-31,0,2017,,,874000000,8191000000,,2018-02-12,BA,-2062000000
-2613000000,-2037000000,10499000000,-9587000000,-4058000000,119000000,USD,1910000000,,,10-K,2016-12-31,0,2016,,,-479000000,4892000000,,2017-02-08,BA,-3380000000
-2450000000,-1033000000,9363000000,-7920000000,501000000,984000000,USD,1833000000,,,10-K,2015-12-31,0,2015,,,-2288000000,5172000000,,2016-02-10,BA,-1846000000
-2236000000,-2159000000,8858000000,-8593000000,3844000000,1183000000,USD,1906000000,,,10-K,2014-12-31,0,2014,,,-4193000000,5440000000,,2015-02-12,BA,2467000000
-2098000000,1691000000,8179000000,-4249000000,5161000000,938000000,USD,1844000000,,,10-K,2013-12-31,0,2013,,,-5941000000,4578000000,,2014-02-14,BA,-5154000000
-1710000000,2292000000,7508000000,-3477000000,5511000000,-185000000,USD,1811000000,,,10-K,2012-12-31,0,2012,,,-3496000000,3892000000,,2013-02-11,BA,-3757000000
-1713000000,718000000,4023000000,-1700000000,7923000000,371000000,USD,1660000000,,,10-K,2011-12-31,0,2011,,,646000000,4018000000,,2012-02-09,BA,2369000000
-1125000000,-723000000,2952000000,-1962000000,7384000000,-363000000,USD,1727000000,,,10-K,2010-12-31,0,2010,,,1605000000,3307000000,,2011-02-09,BA,-4831000000
-1186000000,7975000000,5603000000,4094000000,1321000000,183000000,USD,1666000000,,,10-K,2009-12-31,0,2009,,,1302000000,1312000000,,2010-02-08,BA,-3794000000
-1674000000,-6029000000,-401000000,-5202000000,6049000000,-138000000,USD,1491000000,,,10-K,2008-12-31,0,2008,,,3808000000,2672000000,,2009-02-09,BA,1888000000
0,2922000000,9584000000,-4884000000,1458000000,455000000,USD,1486000000,,,10-K,2007-12-31,0,2007,,,-1419000000,4074000000,,2008-02-15,BA,-3822000000
0,420000000,7499000000,-3645000000,165000000,39000000,USD,1545000000,,,10-K,2006-12-31,0,2006,,,2782000000,2215000000,,2007-02-16,BA,-3186000000
0,2443000000,7000000000,-4657000000,3693000000,593000000,USD,1503000000,,,10-K,2005-12-31,0,2005,,,4394000000,2572000000,,2006-02-28,BA,-98000000
0,-1110000000,3458000000,-3518000000,-1091000000,-61000000,USD,1509000000,,,10-K,2004-12-31,0,2004,,,8061000000,1872000000,,2005-02-28,BA,-1369000000
0,2300000000,3881000000,-521000000,-846000000,-293000000,USD,1450000000,,,10K,2003-12-31,0,2003,,,8953000000,718000000,,2004-03-05,BA,-1060000000
0,1700000000,4375000000,746000000,-736000000,-149000000,USD,1497000000,,,10K,2002-12-31,0,2002,,,10781000000,492000000,,2003-02-27,BA,-3421000000
0,-377000000,3814000000,523000000,126000000,228000000,USD,1750000000,,,10K,2001-12-31,0,2001,,,10579000000,2827000000,,2002-03-08,BA,-4714000000
0,-2444000000,5942000000,-658000000,255000000,1475000000,USD,1479000000,,,10K,2000-12-31,0,2000,,,6794000000,2128000000,,2001-03-09,BA,-7628000000
0,992000000,6224000000,-3620000000,-1810000000,165000000,USD,1645000000,,,10K,1999-12-31,0,1999,,,2479000000,2309000000,,2000-03-08,BA,-1433000000
0,2462000000,2367000000,-1778000000,8349000000,3288000000,USD,1622000000,,,10K,1998-12-31,0,1998,,,3729000000,1120000000,,1999-03-05,BA,-2826000000
-468000000,14767000000,-318000000,-1680000000,78503000000,12551000000,USD,457000000,,,10-Q,2023-03-31,1,2023,,,37634000000,-414000000,,2023-04-26,BA,-1823000000
-326000000,17186000000,3457000000,-250000000,78151000000,11151000000,USD,502000000,,,10-K,2022-12-31,4,2022,,,36814000000,-634000000,,2023-01-27,BA,-2151000000
-284000000,14257000000,3190000000,-18000000,79777000000,11989000000,USD,493000000,,,10-Q,2022-09-30,3,2022,,,39734000000,-3275000000,,2022-10-26,BA,290000000
-263000000,11448000000,81000000,-602000000,79917000000,12390000000,USD,498000000,,,10-Q,2022-06-30,2,2022,,,43507000000,193000000,,2022-07-27,BA,3266000000
-349000000,12282000000,-3216000000,-396000000,79819000000,11398000000,USD,486000000,,,10-Q,2022-03-31,1,2022,,,42946000000,-1219000000,,2022-04-27,BA,2965000000
-222000000,16192000000,716000000,-4362000000,78823000000,11261000000,USD,534000000,,,10-K,2021-12-31,4,2021,,,39572000000,-4143000000,,2022-01-31,BA,1935000000
-245000000,19995000000,-262000000,-1305000000,81897000000,12256000000,USD,523000000,,,10-Q,2021-09-30,3,2021,,,39684000000,-109000000,,2021-10-27,BA,11812000000
-222000000,21306000000,-483000000,19000000,81799000000,11693000000,USD,551000000,,,10-Q,2021-06-30,2,2021,,,37992000000,587000000,,2021-07-28,BA,-1659000000
-291000000,21833000000,-3387000000,48000000,82668000000,11141000000,USD,536000000,,,10-Q,2021-03-31,1,2021,,,37526000000,-537000000,,2021-04-28,BA,-2764000000
-265000000,25502000000,32811000000,2681000000,81715000000,9950000000,USD,578000000,,,10-K,2020-12-31,4,2020,,,33694000000,-8420000000,,2021-02-01,BA,-1543000000
-262000000,27116000000,-4819000000,-468000000,86961000000,11622000000,USD,565000000,,,10-Q,2020-09-30,3,2020,,,28530000000,-449000000,,2020-10-28,BA,-4137000000
-348000000,32430000000,-5280000000,22462000000,83745000000,11363000000,USD,547000000,,,10-Q,2020-06-30,2,2020,,,26210000000,-2376000000,,2020-07-29,BA,-12307000000
-428000000,15527000000,-4302000000,10280000000,80020000000,12576000000,USD,556000000,,,10-Q,2020-03-31,1,2020,,,20512000000,-628000000,,2020-04-29,BA,-379000000
-1834000000,9940000000,2446000000,-5739000000,76622000000,12309000000,USD,2271000000,,,10-K,2019-12-31,4,2019,,,14094000000,-1007000000,,2020-01-31,BA,-1530000000
0,10913000000,0,0,73279000000,14642000000,USD,0,,,10-Q,2019-09-30,3,2019,,,10917000000,1166000000,,2019-10-23,BA,0
0,9606000000,0,0,68492000000,13538000000,USD,0,,,10-Q,2019-06-30,2,2019,,,6135000000,-2942000000,,2019-07-24,BA,0
0,7729000000,0,0,65369000000,13877000000,USD,0,,,10-Q,2019-03-31,1,2019,,,4481000000,2147000000,,2019-04-24,BA,0
-1722000000,8383000000,15322000000,-11722000000,62567000000,13904000000,USD,2114000000,,,10-K,2018-12-31,4,2018,,,2669000000,3422000000,,2019-02-08,BA,-4621000000
0,9990000000,0,0,62038000000,12829000000,USD,0,,,10-Q,2018-09-30,3,2018,,,-943000000,2361000000,,2018-10-24,BA,0
0,9770000000,0,0,61250000000,12691000000,USD,0,,,10-Q,2018-06-30,2,2018,,,-342000000,2196000000,,2018-07-25,BA,0
0,9891000000,0,0,61303000000,12624000000,USD,0,,,10-Q,2018-03-31,1,2018,,,-164000000,2474000000,,2018-04-25,BA,0
-1739000000,9934000000,13344000000,-11350000000,44344000000,10516000000,USD,2069000000,,,10-K,2017-12-31,4,2017,,,874000000,3128000000,,2018-02-12,BA,-2062000000
0,10032000000,0,0,43031000000,10644000000,USD,0,,,10-Q,2017-09-30,3,2017,,,301000000,1851000000,,2017-10-25,BA,0
0,10326000000,0,0,42453000000,9503000000,USD,0,,,10-Q,2017-06-30,2,2017,,,-100000000,1761000000,,2017-07-26,BA,0
0,9205000000,0,0,43247000000,9335000000,USD,0,,,10-Q,2017-03-31,1,2017,,,1014000000,1451000000,,2017-04-26,BA,0
-2613000000,10003000000,10499000000,-9587000000,43199000000,8832000000,USD,1910000000,,,10-K,2016-12-31,4,2016,,,-479000000,1628000000,,2017-02-08,BA,-3380000000
0,9668000000,0,0,42680000000,9524000000,USD,0,,,10-Q,2016-09-30,3,2016,,,423000000,2279000000,,2016-10-26,BA,0
0,9265000000,0,0,44182000000,9809000000,USD,0,,,10-Q,2016-06-30,2,2016,,,1499000000,-234000000,,2016-07-27,BA,0
0,8352000000,0,0,47266000000,9711000000,USD,0,,,10-Q,2016-03-31,1,2016,,,1354000000,1219000000,,2016-04-27,BA,0
-2450000000,12040000000,9363000000,-7920000000,47257000000,8713000000,USD,1833000000,,,10-K,2015-12-31,4,2015,,,-2288000000,1022000000,,2016-02-10,BA,-1846000000
0,9857000000,0,0,48624000000,8854000000,USD,0,,,10-Q,2015-09-30,3,2015,,,-1068000000,1704000000,,2015-10-21,BA,0
0,9625000000,0,0,49028000000,7927000000,USD,0,,,10-Q,2015-06-30,2,2015,,,-818000000,1110000000,,2015-07-22,BA,0
0,9631000000,0,0,48502000000,8087000000,USD,0,,,10-Q,2015-03-31,1,2015,,,-777000000,1336000000,,2015-04-22,BA,0
-2236000000,13073000000,8858000000,-8593000000,46756000000,7729000000,USD,1906000000,,,10-K,2014-12-31,4,2014,,,-4193000000,1460000000,,2015-02-12,BA,2467000000
0,10077000000,0,0,47058000000,7799000000,USD,0,,,10-Q,2014-09-30,3,2014,,,-1454000000,1362000000,,2014-10-22,BA,0
0,11330000000,0,0,46251000000,7694000000,USD,0,,,10-Q,2014-06-30,2,2014,,,-2684000000,1653000000,,2014-07-23,BA,0
0,12224000000,0,0,44941000000,7341000000,USD,0,,,10-Q,2014-03-31,1,2014,,,-3545000000,965000000,,2014-04-23,BA,0
-2098000000,15232000000,8179000000,-4249000000,42912000000,6546000000,USD,1844000000,,,10-K,2013-12-31,4,2013,,,-5941000000,1226000000,,2014-02-14,BA,-5154000000
0,15911000000,0,0,41240000000,6652000000,USD,0,,,10-Q,2013-09-30,3,2013,,,-6631000000,1158000000,,2013-10-23,BA,0
0,14325000000,0,0,40234000000,6406000000,USD,0,,,10-Q,2013-06-30,2,2013,,,-5067000000,1088000000,,2013-07-24,BA,0
0,11853000000,0,0,40797000000,6351000000,USD,0,,,10-Q,2013-03-31,1,2013,,,-3142000000,1106000000,,2013-04-24,BA,0
-1710000000,13541000000,7508000000,-3477000000,37751000000,5608000000,USD,1811000000,,,10-K,2012-12-31,4,2012,,,-3496000000,970000000,,2013-02-11,BA,-3757000000
0,11172000000,0,0,36817000000,5437000000,USD,0,,,10-Q,2012-09-30,3,2012,,,-304000000,1032000000,,2012-10-24,BA,0
0,10307000000,0,0,35033000000,5894000000,USD,0,,,10-Q,2012-06-30,2,2012,,,550000000,967000000,,2012-07-25,BA,0
0,10516000000,0,0,32738000000,6475000000,USD,0,,,10-Q,2012-03-31,1,2012,,,736000000,923000000,,2012-04-25,BA,0
-2727000000,-9327000000,16177000000,-10516000000,-16430000000,-21586000000,USD,4247000000,,,10-K,2022-12-31,0,2022,,,33846000000,4149000000,,2023-02-08,CVS,-5047000000
-2520000000,1671000000,18265000000,-11356000000,-736000000,2689000000,USD,4512000000,,,10-K,2021-12-31,0,2021,,,38359000000,7910000000,,2022-02-09,CVS,-5261000000
-2437000000,2798000000,15865000000,-8155000000,980000000,2125000000,USD,4441000000,,,10-K,2020-12-31,0,2020,,,48516000000,7179000000,,2021-02-16,CVS,-5534000000
-2457000000,1475000000,12848000000,-7850000000,1066000000,1986000000,USD,4371000000,,,10-K,2019-12-31,0,2019,,,55311000000,6629000000,,2020-02-18,CVS,-3339000000
-2037000000,4774000000,8865000000,36819000000,1154000000,4450000000,USD,2718000000,,,10-K,2018-12-31,0,2018,,,62267000000,-597000000,,2019-02-28,CVS,-43285000000
-1918000000,-1651000000,8007000000,-6751000000,536000000,1017000000,USD,2479000000,,,10-K,2017-12-31,0,2017,,,24250000000,6606000000,,2018-02-14,CVS,-2932000000
-2224000000,911000000,10069000000,-6689000000,759000000,276000000,USD,2475000000,,,10-K,2016-12-31,0,2016,,,23413000000,5290000000,,2017-02-09,CVS,-2470000000
-2367000000,32000000,8412000000,5006000000,2071000000,2201000000,USD,2092000000,,,10-K,2015-12-31,0,2015,,,24195000000,5210000000,,2016-02-09,CVS,-13420000000
-2136000000,-1662000000,8137000000,-5694000000,885000000,958000000,USD,1931000000,,,10-K,2014-12-31,0,2014,,,9574000000,4625000000,,2015-02-10,CVS,-4045000000
-1984000000,2797000000,5783000000,-1237000000,286000000,2256000000,USD,1870000000,,,10-K,2013-12-31,0,2013,,,8753000000,4592000000,,2014-02-11,CVS,-1835000000
-2030000000,-38000000,6671000000,-4860000000,713000000,426000000,USD,1753000000,,,10-K,2012-12-31,0,2012,,,7871000000,3877000000,,2013-02-15,CVS,-1849000000
-1872000000,-13000000,5856000000,-3460000000,-649000000,1122000000,USD,1568000000,,,10-K,2011-12-31,0,2011,,,8016000000,3461000000,,2012-02-17,CVS,-2410000000
-2005000000,340000000,4779000000,-2798000000,352000000,-532000000,USD,1469000000,,,10-K,2010-12-31,0,2010,,,8482000000,3427000000,,2011-02-18,CVS,-1640000000
-2548000000,-261400000,4035000000,-3232000000,1190400000,72700000,USD,1389000000,,,10-K,2009-12-31,0,2009,,,9944000000,3696000000,,2010-02-26,CVS,-1069000000
-2179900000,268300000,3947100000,929300000,1144400000,804700000,USD,1274200000,,,10-K,2008-12-31,0,2008,,,10200500000,3198000000,,2009-02-27,CVS,-4580600000
0,553400000,3229700000,377900000,899300000,2202200000,USD,1094600000,,,10-K,2007-12-29,0,2007,,,9249700000,2622800000,,2008-02-27,CVS,-3081700000
0,17300000,1742400000,2868100000,1389100000,537800000,USD,733300000,,,10-K,2006-12-30,0,2006,,,4426500000,1355000000,,2007-02-27,CVS,-4593200000
0,121100000,1612100000,-579400000,265900000,75400000,USD,589100000,,,10-K,2005-12-31,0,2005,,,1596900000,1210600000,,2006-03-14,CVS,-911600000
0,-450900000,914200000,1798200000,1437400000,414600000,USD,496800000,,,10-K,2005-01-01,0,2004,,,2383800000,904600000,,2005-03-16,CVS,-3163300000
0,4230000000,1269000000,2308000000,0,6829000000,USD,0,,,10-K,2012-12-31,4,2012,,,-95278000000,342000000,,2013-03-01,LNC,-3857000000
0,4373000000,0,0,0,1433000000,USD,0,,,10-Q,2012-09-30,3,2012,,,-100044000000,402000000,,2012-11-07,LNC,0
0,5257000000,0,0,0,1409000000,USD,0,,,10-Q,2012-06-30,2,2012,,,-98333000000,324000000,,2012-08-02,LNC,0
0,3516000000,0,0,0,1463000000,USD,0,,,10-Q,2012-03-31,1,2012,,,-94406000000,245000000,,2012-05-03,LNC,0
0,142800000,968900000,-72500000,2600000,330300000,USD,341700000,,,10-K,2004-01-03,0,2003,,,198000000,832700000,,2004-03-12,CVS,-753600000
0,464100000,1204800000,-4900000,95300000,53100000,USD,310300000,,,10K,2002-12-28,0,2002,,,380600000,701800000,,2003-03-18,CVS,-735800000
0,-101000000,680600000,-244800000,361000000,141700000,USD,320800000,,,10K,2001-12-29,0,2001,,,745900000,398500000,,2002-03-21,CVS,-536800000
0,107300000,780200000,-32400000,112100000,125200000,USD,296600000,,,10K,2000-12-30,0,2000,,,718400000,731400000,,2001-03-19,CVS,-640500000
0,49200000,658800000,-110700000,255300000,49000000,USD,277900000,,,10K,1999-12-31,0,1999,,,703000000,620400000,,2000-03-31,CVS,-498900000
0,180800000,221000000,281300000,3190200000,650300000,USD,249700000,,,10-K/A,1998-12-31,0,1998,,,552700000,370900000,,1999-11-17,CVS,-514000000
-984000000,17720000000,7438000000,2726000000,18263000000,28331000000,USD,1001000000,,,10-Q,2023-03-31,1,2023,,,36741000000,2136000000,,2023-05-03,CVS,-8514000000
-688000000,15723000000,-1952000000,-2187000000,19090000000,27276000000,USD,1049000000,,,10-K,2022-12-31,4,2022,,,33846000000,2302000000,,2023-02-08,CVS,-119000000
-580000000,19989000000,9123000000,-3218000000,18058000000,26317000000,USD,1056000000,,,10-Q,2022-09-30,3,2022,,,29743000000,-3416000000,,2022-11-02,CVS,-805000000
-408000000,14993000000,5443000000,-2461000000,17375000000,27233000000,USD,1087000000,,,10-Q,2022-06-30,2,2022,,,37282000000,2951000000,,2022-08-03,CVS,-2130000000
-1051000000,11342000000,3563000000,-2650000000,18160000000,26451000000,USD,1055000000,,,10-Q,2022-03-31,1,2022,,,39408000000,2312000000,,2022-05-04,CVS,-1993000000
-597000000,12525000000,4005000000,-2831000000,17760000000,24431000000,USD,1115000000,,,10-K,2021-12-31,4,2021,,,38359000000,1306000000,,2022-02-09,CVS,-1440000000
-608000000,12841000000,5521000000,-1967000000,17399000000,25283000000,USD,1134000000,,,10-Q,2021-09-30,3,2021,,,40233000000,1598000000,,2021-11-03,CVS,-847000000
-486000000,10125000000,5847000000,-3314000000,16979000000,24164000000,USD,1137000000,,,10-Q,2021-06-30,2,2021,,,43938000000,2783000000,,2021-08-04,CVS,-1107000000
-829000000,8788000000,2892000000,-3244000000,17618000000,23855000000,USD,1126000000,,,10-Q,2021-03-31,1,2021,,,47698000000,2223000000,,2021-05-04,CVS,-1867000000
-713000000,10854000000,3567000000,-3735000000,18496000000,21742000000,USD,1139000000,,,10-K,2020-12-31,4,2020,,,48516000000,973000000,,2021-02-16,CVS,-1234000000
-534000000,12087000000,1874000000,-6117000000,17478000000,23816000000,USD,1114000000,,,10-Q,2020-09-30,3,2020,,,49078000000,1224000000,,2020-11-06,CVS,-1370000000
-448000000,17465000000,7119000000,-978000000,16519000000,22520000000,USD,1102000000,,,10-Q,2020-06-30,2,2020,,,48206000000,2975000000,,2020-08-05,CVS,-1333000000
-742000000,12713000000,3305000000,2675000000,16976000000,23037000000,USD,1086000000,,,10-Q,2020-03-31,1,2020,,,52873000000,2007000000,,2020-05-06,CVS,-1597000000
-2457000000,8056000000,12848000000,-7850000000,17516000000,19617000000,USD,4371000000,,,10-K,2019-12-31,4,2019,,,55311000000,1745000000,,2020-02-18,CVS,-3339000000
0,7527000000,0,0,16028000000,19789000000,USD,0,,,10-Q,2019-09-30,3,2019,,,56686000000,1530000000,,2019-11-06,CVS,0
0,8525000000,0,0,15511000000,18174000000,USD,0,,,10-Q,2019-06-30,2,2019,,,58065000000,1935000000,,2019-08-07,CVS,0
0,8322000000,0,0,15448000000,19509000000,USD,0,,,10-Q,2019-03-31,1,2019,,,61886000000,1419000000,,2019-05-01,CVS,0
-2037000000,6581000000,8865000000,36819000000,16450000000,17631000000,USD,2718000000,,,10-K,2018-12-31,4,2018,,,62267000000,-418000000,,2019-02-28,CVS,-43285000000
0,41692000000,0,0,14818000000,14837000000,USD,0,,,10-Q,2018-09-30,3,2018,,,20560000000,1389000000,,2018-11-06,CVS,0
0,43911000000,0,0,14922000000,14158000000,USD,0,,,10-Q,2018-06-30,2,2018,,,20399000000,-2564000000,,2018-08-08,CVS,0
0,42142000000,0,0,14824000000,13964000000,USD,0,,,10-Q,2018-03-31,1,2018,,,22084000000,996000000,,2018-05-02,CVS,0
-1918000000,1807000000,8007000000,-6751000000,15296000000,13181000000,USD,2479000000,,,10-K,2017-12-31,4,2017,,,24250000000,3281000000,,2018-02-14,CVS,-2932000000
0,2560000000,0,0,14147000000,12440000000,USD,0,,,10-Q,2017-09-30,3,2017,,,22453000000,1282000000,,2017-11-06,CVS,0
0,2169000000,0,0,14271000000,12274000000,USD,0,,,10-Q,2017-06-30,2,2017,,,23905000000,1095000000,,2017-08-08,CVS,0
0,2302000000,0,0,14306000000,12114000000,USD,0,,,10-Q,2017-03-31,1,2017,,,24396000000,948000000,,2017-05-02,CVS,0
-2224000000,3458000000,10069000000,-6689000000,14760000000,12164000000,USD,2475000000,,,10-K,2016-12-31,4,2016,,,23413000000,1697000000,,2017-02-09,CVS,-2470000000
0,2263000000,0,0,14348000000,13625000000,USD,0,,,10-Q,2016-09-30,3,2016,,,23767000000,1533000000,,2016-11-08,CVS,0
0,1207000000,0,0,14177000000,13183000000,USD,0,,,10-Q,2016-06-30,2,2016,,,26548000000,920000000,,2016-08-02,CVS,0
0,1864000000,0,0,13912000000,13025000000,USD,0,,,10-Q,2016-03-31,1,2016,,,24993000000,1140000000,,2016-05-03,CVS,0
-104478000,5626232000,-280806000,-883513000,79019000,657034000,USD,283625000,,,10-Q,2021-06-30,2,2021,,,6736449000,67742000,,2021-08-06,MGM,118810000
-78914000,6171512000,-87610000,1313499000,82346000,602365000,USD,290551000,,,10-Q,2021-03-31,1,2021,,,6846292000,-341257000,,2021-05-03,MGM,154912000
-93008000,5101637000,2742648000,863589000,88323000,559917000,USD,298697000,,,10-K,2020-12-31,4,2020,,,7154458000,-454069000,,2021-02-26,MGM,-112250000
