accountsPayable,capitalSurplus,commonStock,currency,currentAssets,currentCash,currentLongTermDebt,filingType,fiscalDate,fiscalQuarter,fiscalYear,goodwill,intangibleAssets,inventory,longTermDebt,longTermInvestments,minorityInterest,netTangibleAssets,otherAssets,otherCurrentAssets,otherCurrentLiabilities,otherLiabilities,propertyPlantEquipment,receivables,reportDate,retainedEarnings,shareholderEquity,shortTermInvestments,symbol,totalAssets,totalCurrentLiabilities,totalLiabilities,treasuryStock
14440000000,,441818000,USD,26643000000,10020000000,1700000000,10-Q,2019-11-24,1,2020,0,0,13818000000,5107000000,24788000000,363000000,15861000000,954000000,1094000000,10125000000,1393000000,21237000000,1711000000,2019-12-23,10787000000,15861000000,1094000000,COST,51431000000,26265000000,35570000000,0
11679000000,,439720000,USD,23485000000,9444000000,1699000000,10-K,2019-09-01,4,2019,0,0,11395000000,5124000000,21915000000,341000000,15243000000,1025000000,1111000000,9859000000,1455000000,20890000000,1535000000,2019-10-11,10258000000,15243000000,1111000000,COST,45400000000,23237000000,30157000000,0
11331000000,,439859000,USD,22285000000,8167000000,1699000000,10-Q,2019-05-12,3,2019,0,0,11304000000,4799000000,21467000000,334000000,14486000000,992000000,1110000000,9802000000,1301000000,20475000000,1704000000,2019-06-06,9496000000,14486000000,1110000000,COST,43752000000,22832000000,29266000000,0
10711000000,,440284000,USD,21648000000,7122000000,1698000000,10-Q,2019-02-17,2,2019,0,0,11356000000,4794000000,21151000000,325000000,13858000000,1006000000,1175000000,10041000000,1372000000,20145000000,1995000000,2019-03-13,8916000000,13858000000,1175000000,COST,42799000000,22450000000,28941000000,0
13133000000,,439157000,USD,22954000000,7953000000,0,10-Q,2018-11-25,1,2019,0,0,12205000000,6480000000,20860000000,312000000,13167000000,981000000,1001000000,9340000000,1382000000,19879000000,1795000000,2018-12-20,8387000000,13167000000,1001000000,COST,43814000000,22473000000,30647000000,0
11237000000,,438333000,USD,20289000000,7259000000,0,10-K,2018-09-02,4,2018,0,0,11040000000,6487000000,20541000000,304000000,12799000000,860000000,321000000,8689000000,1314000000,19681000000,1669000000,2018-10-26,7887000000,12799000000,321000000,COST,40830000000,19926000000,28031000000,0
10705000000,,438740000,USD,19693000000,7044000000,0,10-Q,2018-05-13,3,2018,0,0,10626000000,6492000000,19912000000,304000000,12143000000,734000000,430000000,8706000000,1255000000,19178000000,1593000000,2018-06-07,7176000000,12143000000,430000000,COST,39605000000,19411000000,27462000000,0
10061000000,,439022000,USD,18899000000,5830000000,0,10-Q,2018-02-18,2,2018,0,0,10671000000,6505000000,19804000000,299000000,11754000000,755000000,397000000,8852000000,1232000000,19049000000,2001000000,2018-03-15,6727000000,11754000000,397000000,COST,38703000000,18913000000,26949000000,0
11992000000,,437965000,USD,19897000000,6885000000,0,10-Q,2017-11-26,1,2018,0,0,11213000000,6478000000,19481000000,278000000,11078000000,799000000,240000000,8368000000,1184000000,18682000000,1559000000,2017-12-21,6300000000,11078000000,240000000,COST,39378000000,20360000000,28300000000,0
9608000000,,437797000,USD,17317000000,5779000000,86000000,10-K,2017-09-03,4,2017,0,0,9834000000,6573000000,19030000000,301000000,10778000000,869000000,272000000,7801000000,1200000000,18161000000,1432000000,2017-10-18,5988000000,10778000000,272000000,COST,36347000000,17495000000,25569000000,0
9425000000,,438817000,USD,17256000000,5725000000,1158000000,10-Q,2017-05-07,3,2017,0,0,9736000000,2821000000,18375000000,287000000,9898000000,840000000,333000000,10811000000,1231000000,17535000000,1462000000,2017-06-01,5508000000,9898000000,333000000,COST,35631000000,21394000000,25733000000,0
8764000000,,439127000,USD,17460000000,5965000000,2257000000,10-Q,2017-02-12,2,2017,0,0,9530000000,2815000000,18170000000,272000000,12440000000,828000000,368000000,7839000000,1243000000,17342000000,1597000000,2017-03-09,8140000000,12440000000,368000000,COST,35630000000,18860000000,23190000000,0
11003000000,,438007000,USD,18570000000,6116000000,1159000000,10-Q,2016-11-20,1,2017,0,0,10721000000,3933000000,17962000000,258000000,11973000000,806000000,235000000,6999000000,1207000000,17156000000,1498000000,2016-12-16,7882000000,11973000000,235000000,COST,36532000000,19161000000,24559000000,0
7612000000,,437535000,USD,15218000000,4729000000,1100000000,10-K,2016-08-28,4,2016,0,0,8969000000,4061000000,17945000000,253000000,12079000000,902000000,268000000,6863000000,1195000000,17043000000,1252000000,2016-10-12,7686000000,12079000000,268000000,COST,33163000000,15575000000,21084000000,0
8828000000,,438815000,USD,16542000000,6021000000,1193000000,10-Q,2016-05-08,3,2016,0,0,8927000000,3921000000,17331000000,243000000,11505000000,840000000,294000000,6978000000,1205000000,16491000000,1300000000,2016-06-01,7225000000,11505000000,294000000,COST,33873000000,16999000000,22368000000,0
8222000000,,439648000,USD,15529000000,4855000000,89000000,10-Q,2016-02-14,2,2016,0,0,8908000000,4886000000,16859000000,234000000,11000000000,794000000,313000000,7122000000,835000000,16065000000,1453000000,2016-03-09,7001000000,11000000000,313000000,COST,32388000000,15433000000,21388000000,0
10378000000,,438342000,USD,18858000000,6283000000,1281000000,10-Q,2015-11-22,1,2016,0,0,10382000000,4845000000,16593000000,232000000,10848000000,726000000,834000000,6634000000,1233000000,15867000000,1359000000,2015-12-18,6704000000,10848000000,834000000,COST,35451000000,18293000000,24603000000,0
9011000000,,438606000,USD,17299000000,6419000000,1283000000,10-K,2015-08-30,4,2015,0,0,8908000000,4864000000,16141000000,226000000,10617000000,740000000,748000000,6246000000,1193000000,15401000000,1224000000,2015-10-14,6518000000,10617000000,748000000,COST,33440000000,16540000000,22823000000,0
8895000000,,440070000,USD,17634000000,6805000000,1200000000,10-Q,2015-05-10,3,2015,0,0,8869000000,4826000000,15857000000,227000000,10587000000,774000000,765000000,6641000000,1115000000,15083000000,1195000000,2015-06-04,6164000000,10587000000,765000000,COST,33491000000,16736000000,22904000000,0
8302000000,,440384000,USD,18058000000,7453000000,1200000000,10-Q,2015-02-15,2,2015,0,0,8558000000,3830000000,15542000000,219000000,10206000000,670000000,760000000,8747000000,1096000000,14872000000,1287000000,2015-03-11,5937000000,10206000000,760000000,COST,33600000000,18249000000,23394000000,0
9783000000,,438760000,USD,19156000000,7619000000,0,10-Q,2014-11-23,1,2015,0,0,9644000000,5034000000,15457000000,211000000,12359000000,659000000,645000000,6236000000,990000000,14798000000,1248000000,2014-12-18,7782000000,12359000000,645000000,COST,34613000000,16019000000,22254000000,0
8491000000,,437580000,USD,17588000000,7315000000,0,10-K,2014-08-31,4,2014,0,0,8456000000,5093000000,15436000000,212000000,12303000000,526000000,669000000,5921000000,1004000000,14830000000,1148000000,2014-10-15,7458000000,12303000000,669000000,COST,33024000000,14412000000,20721000000,0
8361000000,,439446000,USD,17533000000,7275000000,0,10-Q,2014-05-11,3,2014,0,0,8483000000,4985000000,15168000000,202000000,11819000000,585000000,660000000,6326000000,1008000000,14583000000,1115000000,2014-06-05,7051000000,11819000000,660000000,COST,32701000000,14687000000,20882000000,0
7707000000,,439776000,USD,16634000000,6482000000,0,10-Q,2014-02-16,2,2014,0,0,8267000000,4985000000,14932000000,194000000,11515000000,584000000,641000000,6177000000,988000000,14348000000,1244000000,2014-03-14,6899000000,11515000000,641000000,COST,31566000000,13884000000,20051000000,0
9199000000,,437970000,USD,17473000000,6439000000,0,10-Q,2013-11-24,1,2014,0,0,9337000000,4987000000,14846000000,188000000,11221000000,592000000,552000000,5734000000,990000000,14254000000,1145000000,2013-12-20,6571000000,11221000000,552000000,COST,32319000000,14933000000,21098000000,0
7872000000,,437078000,USD,15840000000,6124000000,0,10-K,2013-09-01,4,2013,63000000,0,7894000000,4998000000,14443000000,179000000,10770000000,425000000,621000000,5385000000,1016000000,13881000000,1201000000,2013-10-16,6283000000,10833000000,621000000,COST,30283000000,13257000000,19450000000,0
7788000000,,436488000,USD,15863000000,6510000000,0,10-Q,2013-05-12,3,2013,0,0,7635000000,4887000000,14143000000,175000000,10472000000,597000000,584000000,5721000000,963000000,13546000000,1134000000,2013-06-11,5802000000,10472000000,584000000,COST,30006000000,13509000000,19534000000,0
7441000000,,435975000,USD,15110000000,5651000000,64000000,10-Q,2013-02-17,2,2013,0,0,7582000000,4806000000,13979000000,171000000,10112000000,593000000,577000000,5540000000,955000000,13386000000,1300000000,2013-03-20,5478000000,10112000000,577000000,COST,29089000000,13045000000,18977000000,0
8825000000,,433423000,USD,15405000000,5576000000,12000000,10-Q,2012-11-25,1,2013,0,0,8152000000,1366000000,13918000000,167000000,12665000000,667000000,502000000,5298000000,990000000,13251000000,1175000000,2012-12-21,8099000000,12665000000,502000000,COST,29323000000,14135000000,16658000000,0
7303000000,,431932000,USD,13526000000,4854000000,1000000,10-K,2012-09-02,4,2012,66000000,0,7096000000,1381000000,13614000000,157000000,12295000000,511000000,550000000,4956000000,981000000,12961000000,1026000000,2012-10-19,7834000000,12361000000,550000000,COST,27140000000,12260000000,14779000000,0
7302000000,,433791000,USD,14591000000,5976000000,0,10-Q,2012-05-06,3,2012,0,0,7044000000,1373000000,13245000000,598000000,12585000000,649000000,553000000,5064000000,914000000,12596000000,1018000000,2012-06-06,7611000000,12585000000,553000000,COST,27836000000,12366000000,15251000000,0
6334000000,,434535000,USD,14360000000,5785000000,900000000,10-Q,2012-02-12,2,2012,0,0,6934000000,1380000000,13151000000,587000000,12232000000,632000000,549000000,5175000000,903000000,12519000000,1092000000,2012-03-15,7339000000,12232000000,549000000,COST,27511000000,12409000000,15279000000,0
7576000000,,434222000,USD,14993000000,5915000000,934000000,10-Q,2011-11-20,1,2012,0,0,7618000000,1330000000,13011000000,538000000,11909000000,630000000,478000000,4801000000,916000000,12381000000,982000000,2011-12-16,7175000000,11909000000,478000000,COST,28004000000,13311000000,16095000000,0
6544000000,,436718000,USD,13706000000,5613000000,900000000,10-K,2011-08-28,4,2011,74000000,0,6638000000,1253000000,13055000000,571000000,11928000000,485000000,490000000,4606000000,885000000,12432000000,965000000,2011-10-14,7111000000,12002000000,490000000,COST,26761000000,12050000000,14759000000,0
6800000000,,436977000,USD,14069000000,6215000000,901000000,10-Q,2011-05-08,3,2011,0,0,6396000000,1247000000,12905000000,578000000,11963000000,605000000,510000000,4793000000,692000000,12300000000,948000000,2011-06-09,6994000000,11963000000,510000000,COST,26974000000,12494000000,15011000000,0
5970000000,,436682000,USD,13138000000,5379000000,1000000,10-Q,2011-02-13,2,2011,0,0,6127000000,2144000000,12578000000,541000000,11583000000,476000000,516000000,4775000000,702000000,12102000000,1116000000,2011-03-17,6863000000,11583000000,516000000,COST,25716000000,10746000000,14133000000,0
7205000000,,434099000,USD,13558000000,5284000000,24000000,10-Q,2010-11-21,1,2011,0,0,6852000000,2143000000,12485000000,508000000,11199000000,466000000,437000000,4273000000,691000000,12019000000,985000000,2010-12-17,6685000000,11199000000,437000000,COST,26043000000,11502000000,14844000000,0
5947000000,,436512000,USD,11708000000,4749000000,26000000,10-K,2010-08-29,4,2010,71000000,0,5638000000,2141000000,12107000000,101000000,10758000000,300000000,437000000,4090000000,681000000,11314000000,884000000,2010-10-18,6590000000,10829000000,437000000,COST,23815000000,10063000000,12986000000,0
5975000000,,440973000,USD,12057000000,5267000000,30000000,10-Q,2010-05-09,3,2010,0,0,5546000000,2132000000,11842000000,98000000,10874000000,784000000,426000000,4184000000,606000000,11058000000,818000000,2010-06-10,6614000000,10874000000,426000000,COST,23899000000,10189000000,13025000000,0
5598000000,,439786000,USD,11501000000,4719000000,91000000,10-Q,2010-02-14,2,2010,0,0,5365000000,2134000000,11865000000,92000000,10651000000,760000000,466000000,4176000000,624000000,11105000000,951000000,2010-03-17,6495000000,10651000000,466000000,COST,23366000000,9865000000,12715000000,0
6317000000,,437173000,USD,11627000000,4189000000,80000000,10-Q,2009-11-22,1,2010,0,0,6223000000,2135000000,11851000000,86000000,10345000000,736000000,366000000,3888000000,627000000,11115000000,849000000,2009-12-18,6288000000,10345000000,366000000,COST,23478000000,10285000000,13133000000,0
5450000000,,435671000,USD,10337000000,3727000000,97000000,10-K,2009-08-30,4,2009,71000000,0,5405000000,2206000000,11642000000,86000000,9947000000,276000000,371000000,3734000000,388000000,10900000000,834000000,2009-10-16,6101000000,10018000000,371000000,COST,21979000000,9281000000,11961000000,0
5370000000,,434354000,USD,10087000000,3668000000,92000000,10-Q,2009-05-10,3,2009,0,0,5277000000,2145000000,11217000000,91000000,9473000000,719000000,395000000,3797000000,336000000,10498000000,747000000,2009-06-12,5806000000,9473000000,395000000,COST,21304000000,9259000000,11831000000,0
5000000000,,433476000,USD,9691000000,3282000000,173000000,10-Q,2009-02-15,2,2009,0,0,4995000000,2198000000,11046000000,88000000,9121000000,692000000,534000000,3825000000,332000000,10354000000,880000000,2009-03-18,5676000000,9121000000,534000000,COST,20737000000,8998000000,11616000000,0
5847000000,,432451000,USD,10100000000,2817000000,169000000,10-Q,2008-11-23,1,2009,0,0,5933000000,2196000000,10897000000,85000000,8851000000,705000000,575000000,3522000000,327000000,10192000000,775000000,2008-12-19,5506000000,8851000000,575000000,COST,20997000000,9538000000,12146000000,0
0,,271198000,USD,1706767000,882325000,100000000,10-K,2022-12-31,0,2022,1374268000,354617000,128005000,648078000,3430304000,0,1016228000,185901000,209727000,1247696000,256847000,371451000,486710000,2023-02-13,3895240000,2745113000,209727000,CDNS,5137071000,1347696000,2391958000,-3824163000
0,,273504000,USD,1715769000,1088940000,0,10-K,2022-01-01,0,2021,928358000,233265000,115721000,347588000,2670530000,0,1579052000,181601000,173512000,971225000,219690000,305911000,337596000,2022-02-22,3046288000,2740675000,173512000,CDNS,4386299000,971225000,1645624000,-2740003000
0,,273728000,USD,1478587000,928432000,0,10-K,2021-01-02,0,2020,782087000,210590000,75956000,346793000,2472198000,0,1500341000,170526000,135712000,796808000,200250000,311125000,338487000,2021-02-22,2350333000,2493018000,135712000,CDNS,3950785000,796808000,1457767000,-2057829000
0,,273239000,USD,1169343000,705210000,0,10-K,2019-12-28,0,2019,661856000,172375000,55802000,346019000,2187882000,0,1268663000,106874000,103785000,672391000,151139000,275855000,304546000,2020-02-24,1761688000,2102894000,103785000,CDNS,3357225000,672391000,1254331000,-1668105000
256526000,,273729000,USD,951092000,533298000,100000000,10-K,2018-12-29,0,2018,662272000,225457000,28162000,345291000,1517562000,0,400672000,103575000,92550000,352456000,125980000,252630000,297082000,2019-02-27,772709000,1288401000,92550000,CDNS,2468654000,708982000,1180253000,-1395652000
4825000,,272097000,USD,979988000,692542000,85000000,10-K,2017-12-30,0,2017,666009000,278835000,33209000,644369000,1438726000,0,44358000,89507000,63811000,552573000,142745000,251342000,190426000,2018-02-20,341003000,989202000,63811000,CDNS,2418714000,642398000,1429512000,-1178121000
4367000,,284502000,USD,702034000,468289000,50000000,10-K,2016-12-31,0,2016,572764000,258814000,39475000,643493000,1394874000,0,-89808000,67610000,37099000,531195000,126083000,238607000,157171000,2017-02-10,136902000,741770000,37099000,CDNS,2096908000,585562000,1355138000,-1190053000
25152000,,288018000,USD,964761000,711184000,0,10-K,2016-01-02,0,2015,551772000,296482000,56762000,348788000,1386254000,0,527861000,62669000,31967000,511155000,89805000,228599000,164848000,2016-02-18,-73991000,1376115000,31967000,CDNS,2351015000,536307000,974900000,-400555000
12102000,,283349000,USD,1851735000,1022606000,342499000,10-K,2015-01-03,0,2014,553767000,360932000,56394000,348676000,1357821000,0,418875000,70960000,555786000,1038490000,134215000,230112000,122492000,2015-02-20,-326408000,1333574000,555786000,CDNS,3209556000,1393091000,1875982000,-203792000
24963000,,277796000,USD,1221091000,633048000,324826000,10-K,2013-12-28,0,2013,456905000,311693000,50220000,0,1207510000,0,387507000,28740000,338568000,798421000,100326000,238715000,107624000,2014-02-20,-485306000,1156105000,338568000,CDNS,2428601000,1148210000,1272496000,-140142000
0,,270479000,USD,1391235000,827061000,447011000,10-K,2012-12-29,0,2012,233266000,184938000,36163000,0,895768000,0,496967000,29882000,371648000,770259000,130233000,244439000,97821000,2013-02-21,-649549000,915171000,371648000,CDNS,2287003000,1217270000,1371832000,-200786000
3231000,,263892000,USD,1063983000,604639000,294061000,10-K,2011-12-31,0,2011,192125000,173234000,43243000,131920000,697286000,0,45771000,29829000,265653000,718074000,178796000,262517000,138522000,2012-02-24,-1083245000,411130000,265653000,CDNS,1761269000,1015366000,1350139000,-290462000
5813000,,260787000,USD,879406000,570124000,143258000,10-K,2011-01-01,0,2010,158893000,179198000,39034000,406404000,852710000,0,-61437000,184864000,42605000,548477000,322772000,285115000,216093000,2011-02-24,-1138853000,276654000,42605000,CDNS,1732116000,697548000,1455462000,-353090000
7175000,,257782000,USD,850747000,571299000,0,10-K,2010-01-02,0,2009,0,28841000,24165000,436012000,559840000,0,79532000,83286000,41527000,390723000,437220000,311502000,200628000,2010-02-26,-1177983000,108373000,41527000,CDNS,1410587000,397898000,1302214000,-431310000
33205000,,254323000,USD,954548000,572095000,0,10-K,2009-01-03,0,2008,0,49082000,28465000,500178000,724166000,0,52886000,188883000,55323000,531005000,468882000,351961000,298665000,2009-03-02,-802201000,101968000,55323000,CDNS,1678714000,564210000,1576746000,-695152000
17007000,,271455000,USD,1529563000,1078113000,230385000,10-K,2007-12-29,0,2007,1310211000,127072000,31003000,500000000,2341587000,0,642783000,274331000,36299000,538095000,451648000,339463000,326211000,2008-02-26,1162441000,2080066000,36299000,CDNS,3871150000,785487000,1791084000,-619125000
21968000,,279354000,USD,1312005000,958431000,28000000,10-K,2006-12-30,0,2006,1267579000,112738000,37179000,730385000,2130817000,0,318974000,199298000,32782000,498097000,465081000,354575000,238438000,2007-02-23,0,1699291000,32782000,CDNS,3442822000,548065000,1743531000,0
23393000,,278520000,USD,1276302000,894591000,32000000,10-K,2005-12-31,0,2005,1232926000,153847000,28902000,548000000,2125010000,0,457931000,168753000,33777000,550458000,402757000,356945000,282073000,2006-03-10,0,1844704000,33777000,CDNS,3401312000,605851000,1556608000,0
28449000,,271328000,USD,1069915000,593008000,0,10-K,2005-01-01,0,2004,995065000,207248000,20481000,420000000,1919924000,0,497657000,175121000,30251000,520509000,320911000,390367000,384114000,2005-03-16,0,1699970000,30251000,CDNS,2989839000,548958000,1289869000,0
0,,266794000,USD,842241000,418423000,388000,10-K,2004-01-03,0,2003,922797000,270273000,16926000,420061000,1975661000,0,379211000,222133000,58212000,481540000,343632000,403847000,348680000,2004-04-02,0,1572281000,58212000,CDNS,2817902000,481928000,1245621000,0
0,,259870000,USD,758643000,395613000,1609000,10K,2002-12-28,0,2002,0,883339000,9614000,52659000,1679618000,0,775966000,361788000,25009000,510281000,214407000,434491000,313968000,2003-03-14,0,1659305000,25009000,CDNS,2438261000,511890000,778956000,0
0,,245839000,USD,634922000,274794000,1397000,10K,2001-12-29,0,2001,0,425579000,18151000,1476000,1095108000,0,695768000,252340000,47727000,470994000,134816000,417189000,258402000,2002-03-12,0,1121347000,47727000,CDNS,1730030000,472391000,608683000,0
0,,244565000,USD,556848000,136969000,2212000,10K,2000-12-30,0,2000,0,337256000,20149000,3298000,920473000,11612000,572209000,214338000,57286000,489362000,61372000,368879000,289468000,2001-03-29,0,909465000,57286000,CDNS,1477321000,491574000,567856000,0
0,,242037000,USD,479912000,118758000,3924000,10K,2000-01-01,0,1999,0,412846000,19872000,25024000,979747000,41000,573303000,236492000,61779000,417634000,26887000,330409000,248034000,2000-03-27,0,986149000,61779000,CDNS,1459659000,421558000,473510000,0
0,,211975000,USD,579710000,209752000,1273000,10K,1999-01-02,0,1998,0,295534000,0,136380000,826248000,377000,561945000,168477000,92359000,326639000,24883000,262675000,277599000,1999-04-02,0,857479000,92359000,CDNS,1405958000,327912000,548479000,0
0,,269501000,USD,1698544000,916963000,30000000,10-Q,2023-03-31,1,2023,1377625000,341738000,127566000,648301000,3473075000,0,1221513000,516006000,165778000,1151381000,401061000,372956000,488237000,2023-04-24,4137044000,2940876000,165778000,CDNS,5171619000,1181381000,2230743000,-3987528000
0,,269710000,USD,1706767000,882325000,100000000,10-K,2022-12-31,4,2022,1374268000,354617000,128005000,648078000,3430304000,0,1016228000,185901000,209727000,1247696000,256847000,371451000,486710000,2023-02-13,3895240000,2745113000,209727000,CDNS,5137071000,1347696000,2391958000,-3824163000
0,,271131000,USD,1670483000,1026051000,150000000,10-Q,2022-10-01,3,2022,1348494000,353912000,114283000,647799000,3297604000,0,1005722000,463645000,138968000,1106994000,355166000,348238000,391181000,2022-10-24,3654848000,2708128000,138968000,CDNS,4968087000,1256994000,2259959000,-3522219000
0,,271520000,USD,1657620000,1029544000,0,10-Q,2022-07-02,2,2022,924460000,215781000,106372000,347999000,2703654000,0,1484988000,443786000,129966000,1042491000,345555000,316741000,391738000,2022-07-25,3468543000,2625229000,129966000,CDNS,4361274000,1042491000,1736045000,-3352827000
0,,272431000,USD,1734897000,1134752000,0,10-Q,2022-04-02,1,2022,923719000,219110000,110213000,347792000,2660170000,0,1617354000,419540000,128143000,960826000,326266000,310690000,361789000,2022-04-25,3281623000,2760183000,128143000,CDNS,4395067000,960826000,1634884000,-3025728000
0,,273236000,USD,1715769000,1088940000,0,10-K,2022-01-01,4,2021,928358000,233265000,115721000,347588000,2670530000,0,1579052000,181601000,173512000,971225000,219690000,305911000,337596000,2022-02-22,3046288000,2740675000,173512000,CDNS,4386299000,971225000,1645624000,-2740003000
0,,273194000,USD,1543013000,1013819000,0,10-Q,2021-10-02,3,2021,925949000,247628000,101575000,347385000,2670862000,0,1457685000,427936000,100428000,907196000,328032000,303313000,327191000,2021-10-25,2869709000,2631262000,100428000,CDNS,4213875000,907196000,1582613000,-2622675000
0,,273565000,USD,1457067000,847160000,0,10-Q,2021-07-03,2,2021,929525000,264789000,90479000,347186000,2665481000,0,1322429000,439398000,129442000,926716000,331903000,301979000,389986000,2021-07-26,2693402000,2516743000,129442000,CDNS,4122548000,926716000,1605805000,-2509668000
0,,274021000,USD,1349729000,742981000,0,10-Q,2021-04-03,1,2021,912603000,264671000,76592000,346988000,2649230000,0,1365158000,437571000,141490000,792341000,317198000,305089000,388666000,2021-04-26,2537502000,2542432000,141490000,CDNS,3998959000,792341000,1456527000,-2275998000
0,,274008000,USD,1478587000,928432000,0,10-K,2021-01-02,4,2020,782087000,210590000,75956000,346793000,2472198000,0,1500341000,170526000,135712000,796808000,200250000,311125000,338487000,2021-02-22,2350333000,2493018000,135712000,CDNS,3950785000,796808000,1457767000,-2057829000
0,,273996000,USD,1736482000,1306564000,350000000,10-Q,2020-09-26,3,2020,780842000,227753000,47979000,346584000,2403670000,0,1387123000,384256000,81526000,767889000,279961000,288163000,300413000,2020-10-19,2176595000,2395718000,81526000,CDNS,4140152000,1117889000,1744434000,-1934107000
0,,273432000,USD,1639783000,1189186000,350000000,10-Q,2020-06-27,2,2020,778857000,242543000,43924000,346394000,2359714000,0,1235231000,350694000,93915000,801887000,244585000,282738000,312758000,2020-07-20,2014965000,2256631000,93915000,CDNS,3999497000,1151887000,1742866000,-1856333000
0,,273476000,USD,1399507000,946285000,350000000,10-Q,2020-03-28,1,2020,778992000,258617000,60575000,346205000,2368466000,0,1120385000,350456000,108554000,662429000,251345000,281207000,284093000,2020-04-20,1883677000,2157994000,108554000,CDNS,3767973000,1012429000,1609979000,-1778533000
0,,273402000,USD,1169343000,705210000,0,10-K,2019-12-28,4,2019,661856000,172375000,55802000,346019000,2187882000,0,1268663000,106874000,103785000,672391000,151139000,275855000,304546000,2020-02-24,1761688000,2102894000,103785000,CDNS,3357225000,672391000,1254331000,-1668105000
0,,273329000,USD,1049949000,655216000,0,10-Q,2019-09-28,3,2019,661678000,185037000,66745000,345833000,1612249000,0,633547000,93733000,53074000,618982000,126615000,259453000,274914000,2019-10-21,1102013000,1480262000,53074000,CDNS,2662198000,618982000,1181936000,-1589027000
0,,273159000,USD,979241000,633415000,0,10-Q,2019-06-29,2,2019,662713000,197840000,49299000,345652000,1633084000,0,569992000,96464000,58918000,610183000,132493000,257882000,237609000,2019-07-22,1000499000,1430545000,58918000,CDNS,2612325000,610183000,1181780000,-1526421000
0,,273066000,USD,917947000,538898000,50000000,10-Q,2019-03-30,1,2019,662871000,212298000,37480000,345470000,1628364000,0,490668000,499803000,76802000,581439000,203565000,253392000,264767000,2019-04-22,893264000,1365837000,76802000,CDNS,2546311000,631439000,1180474000,-1446247000
256526000,,273863000,USD,951092000,533298000,100000000,10-K,2018-12-29,4,2018,662272000,225457000,28162000,345291000,1517562000,0,400672000,103575000,92550000,352456000,125980000,252630000,297082000,2019-02-27,772709000,1288401000,92550000,CDNS,2468654000,708982000,1180253000,-1395652000
0,,273716000,USD,888381000,550031000,0,10-Q,2018-09-29,3,2018,661341000,238385000,30535000,345113000,1384826000,0,357691000,236935000,66979000,541321000,129356000,248165000,240836000,2018-10-22,674284000,1257417000,66979000,CDNS,2273207000,541321000,1015790000,-1292265000
0,,273564000,USD,1129054000,825382000,299879000,10-Q,2018-06-30,2,2018,663320000,251385000,28558000,344939000,1398811000,0,273283000,231913000,56042000,570236000,124823000,252193000,219072000,2018-07-23,574966000,1187988000,56042000,CDNS,2527865000,870115000,1339877000,-1234941000
0,,273773000,USD,1069943000,752434000,344826000,10-Q,2018-03-31,1,2018,665615000,264927000,30090000,344766000,1416730000,0,211756000,236378000,61597000,521423000,133360000,249810000,225822000,2018-04-25,499817000,1142298000,61597000,CDNS,2486673000,866249000,1344375000,-1222151000
4825000,,273172000,USD,979988000,692542000,85000000,10-K,2017-12-30,4,2017,666009000,278835000,33209000,644369000,1438726000,0,44358000,89507000,63811000,552573000,142745000,251342000,190426000,2018-02-20,341003000,989202000,63811000,CDNS,2418714000,642398000,1429512000,-1178121000
7360000000,,295706000,USD,44653000000,0,3418000000,10-Q,2023-03-31,1,2023,45811000000,32102000000,4211000000,29124000000,103323000000,94000000,-33411000000,21573000000,1263000000,41289000000,14482000000,3837000000,22990000000,2023-05-05,38841000000,44502000000,2177000000,CI,147976000000,52067000000,103474000000,-22906000000
7775000000,,300721000,USD,37398000000,0,2993000000,10-K,2022-12-31,4,2022,45811000000,32492000000,4777000000,28100000000,106534000000,79000000,-33431000000,24457000000,1296000000,37739000000,14623000000,3774000000,17218000000,2023-02-23,37874000000,44872000000,2201000000,CI,143932000000,48507000000,99060000000,-21844000000
6870000000,,303854000,USD,42256000000,0,3488000000,10-Q,2022-09-30,3,2022,45807000000,32885000000,4017000000,28090000000,101953000000,92000000,-33651000000,19517000000,1016000000,38017000000,14834000000,3744000000,22101000000,2022-11-03,37041000000,45041000000,1799000000,CI,144209000000,48375000000,99168000000,-19390000000
7142000000,,315122000,USD,49791000000,0,2397000000,10-Q,2022-06-30,2,2022,45810000000,33276000000,3781000000,30984000000,102839000000,75000000,-33194000000,20094000000,1124000000,43174000000,14952000000,3659000000,23164000000,2022-08-04,34626000000,45892000000,1878000000,CI,152630000000,52713000000,106738000000,-16588000000
6632000000,,318487000,USD,48478000000,0,2173000000,10-Q,2022-03-31,1,2022,45804000000,33714000000,3500000000,31013000000,104132000000,77000000,-33431000000,20953000000,1042000000,43005000000,15513000000,3661000000,20940000000,2022-05-06,33420000000,46087000000,1773000000,CI,152610000000,51810000000,106523000000,-15581000000
6655000000,,326955000,USD,44471000000,0,2545000000,10-K,2021-12-31,4,2021,45811000000,34102000000,3722000000,31125000000,110418000000,72000000,-32801000000,26813000000,1283000000,42709000000,16325000000,3692000000,15071000000,2022-02-24,32593000000,47112000000,2203000000,CI,154889000000,51909000000,107777000000,-14175000000
5659000000,,335166000,USD,39672000000,0,2703000000,10-Q,2021-09-30,3,2021,46056000000,34615000000,3020000000,31609000000,114579000000,68000000,-33256000000,29838000000,1360000000,37128000000,20837000000,4070000000,21285000000,2021-11-04,31803000000,47415000000,2734000000,CI,154251000000,45490000000,106836000000,-12316000000
